username,traversals
newuser185,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser186,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser187,/->/pricing->/success->/login->/->/chat
newuser188,/settings->/->/chat->/chat/context->/chat->/pricing
newuser189,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser190,/login->/->/chat->/chat/questions->/chat->/chat/context
newuser191,/->/pricing->/success->/login->/->/chat
newuser192,/settings->/settings/subscription->/->/chat->/pricing->/success
newuser193,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser194,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser195,/->/login->/->/chat->/chat/context->/chat->/pricing
newuser196,/settings->/->/pricing->/success->/login->/
newuser197,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser198,/chat->/chat/context->/chat->/pricing->/success->/login
newuser199,/->/pricing->/success->/login->/->/chat
newuser200,/settings->/settings/subscription->/->/chat->/chat/questions
newuser201,/->/chat->/chat/context->/chat->/pricing->/success
newuser202,/login->/->/chat->/chat/questions->/chat->/chat/context
newuser203,/->/pricing->/success->/login->/->/chat
newuser204,/settings->/->/chat->/chat/context->/pricing->/success
newuser205,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser206,/chat->/chat/context->/chat->/pricing->/success->/login
newuser207,/->/login->/->/chat->/chat/questions->/chat->/pricing
newuser208,/settings->/settings/subscription->/->/pricing->/success
newuser209,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser210,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser211,/->/pricing->/success->/login->/->/chat
newuser212,/settings->/->/chat->/chat/context->/chat->/pricing
newuser213,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser214,/login->/->/chat->/chat/questions->/chat->/chat/context
newuser215,/->/pricing->/success->/login->/->/chat
newuser216,/settings->/settings/subscription->/->/chat->/pricing->/success
newuser217,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser218,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser219,/->/login->/->/chat->/chat/context->/chat->/pricing
newuser220,/settings->/->/pricing->/success->/login->/
newuser221,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser222,/chat->/chat/context->/chat->/pricing->/success->/login
newuser223,/->/pricing->/success->/login->/->/chat
newuser224,/settings->/settings/subscription->/->/chat->/chat/questions
newuser225,/->/chat->/chat/context->/chat->/pricing->/success
newuser226,/login->/->/chat->/chat/questions->/chat->/chat/context
newuser227,/->/pricing->/success->/login->/->/chat
newuser228,/settings->/->/chat->/chat/context->/pricing->/success
newuser229,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser230,/chat->/chat/context->/chat->/pricing->/success->/login
newuser231,/->/login->/->/chat->/chat/questions->/chat->/pricing
newuser232,/settings->/settings/subscription->/->/pricing->/success
newuser233,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser234,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser235,/->/pricing->/success->/login->/->/chat
newuser236,/settings->/->/chat->/chat/context->/chat->/pricing
newuser237,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser238,/login->/->/chat->/chat/questions->/chat->/chat/context
newuser239,/->/pricing->/success->/login->/->/chat
newuser240,/settings->/settings/subscription->/->/chat->/pricing->/success
newuser241,/->/chat->/chat/context->/chat->/chat/questions->/pricing
newuser242,/chat->/chat/questions->/chat->/pricing->/success->/login
newuser243,/->/login->/->/chat->/chat/context->/chat->/pricing
newuser244,/settings->/->/pricing->/success->/login->/
newuser245,/->/chat->/chat/questions->/chat->/chat/context->/pricing
newuser246,/chat->/chat/context->/chat->/pricing->/success->/login
newuser247,/->/pricing->/success->/login->/->/chat
newuser248,/settings->/settings/subscription->/->/chat->/chat/questions
newuser249,/->/chat->/chat/context->/chat->/pricing->/success
newuser250,/login->/->/chat->/chat/questions->/chat->/chat/context
